age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
28,average,mostly anything,socially,never,graduated from college/university,white,69,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,likes dogs,catholicism and laughing about it,m,aries but it doesn&rsquo;t matter,no,"english (fluently), italian (poorly), c++ (fluently)",single
26,a little extra,NA,socially,NA,working on college/university,"native american, hispanic / latin, white, other",66,-1,student,NA,gay,likes dogs and likes cats,agnosticism and laughing about it,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), italian (poorly)",single
24,fit,mostly anything,rarely,never,graduated from masters program,asian,68,-1,computer / hardware / software,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,atheism and somewhat serious about it,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), chinese (fluently), c++ (fluently)",single
26,athletic,mostly vegetarian,socially,never,graduated from college/university,white,66,20000,other,NA,bisexual,NA,agnosticism but not too serious about it,f,aquarius and it&rsquo;s fun to think about,no,"english, spanish",single
39,fit,mostly anything,socially,never,graduated from college/university,white,68,30000,other,has a kid,straight,likes dogs and has cats,NA,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), french (okay), italian (okay), arabic (okay)",single
40,athletic,anything,socially,sometimes,graduated from college/university,white,63,-1,banking / financial / real estate,NA,straight,likes dogs,agnosticism,f,gemini and it&rsquo;s fun to think about,NA,"english (fluently), spanish (poorly)",single
25,NA,NA,socially,never,graduated from masters program,white,67,-1,medicine / health,NA,straight,NA,christianity and very serious about it,f,NA,NA,"english, french, farsi",single
26,a little extra,NA,rarely,never,NA,hispanic / latin,65,-1,NA,NA,straight,likes dogs,christianity,f,pisces,no,"english, spanish (fluently), sign language (okay)",single
26,fit,mostly anything,socially,never,graduated from college/university,white,69,100000,science / tech / engineering,doesn&rsquo;t have kids,straight,likes dogs,christianity but not too serious about it,m,pisces but it doesn&rsquo;t matter,no,"english, spanish (okay), arabic (okay)",single
33,fit,NA,socially,never,graduated from masters program,white,66,-1,education / academia,NA,straight,likes dogs and dislikes cats,catholicism and somewhat serious about it,f,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
25,fit,strictly anything,socially,sometimes,graduated from college/university,white,69,-1,science / tech / engineering,NA,straight,NA,other and laughing about it,m,libra but it doesn&rsquo;t matter,no,"english (fluently), arabic (fluently)",single
30,average,mostly anything,socially,NA,graduated from college/university,white,68,80000,science / tech / engineering,has a kid,bisexual,likes dogs and has cats,atheism and somewhat serious about it,f,pisces but it doesn&rsquo;t matter,yes,"english (fluently), esperanto (okay)",seeing someone
30,rather not say,NA,socially,never,NA,"asian, white",70,-1,science / tech / engineering,NA,straight,NA,agnosticism but not too serious about it,m,libra but it doesn&rsquo;t matter,no,"english (fluently), french (poorly)",seeing someone
22,thin,NA,socially,NA,NA,white,74,-1,other,NA,straight,has dogs and has cats,other and laughing about it,m,libra and it&rsquo;s fun to think about,no,english (fluently),available
20,average,mostly anything,socially,sometimes,NA,white,68,-1,NA,NA,straight,has dogs and likes cats,other but not too serious about it,f,sagittarius and it&rsquo;s fun to think about,no,english,single
25,athletic,mostly vegetarian,socially,never,graduated from college/university,white,63,-1,executive / management,doesn&rsquo;t have kids,straight,NA,NA,f,leo,no,english,single
29,athletic,NA,socially,NA,graduated from med school,white,69,-1,medicine / health,NA,straight,likes dogs,agnosticism and laughing about it,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (poorly)",single
38,average,anything,socially,NA,NA,"asian, pacific islander",64,50000,banking / financial / real estate,NA,straight,has dogs and likes cats,NA,m,gemini and it&rsquo;s fun to think about,trying to quit,english,single
46,average,NA,not at all,never,graduated from high school,white,71,30000,hospitality / travel,doesn&rsquo;t want kids,gay,likes dogs and likes cats,other,m,aquarius and it&rsquo;s fun to think about,no,english,single
27,average,anything,socially,NA,working on med school,hispanic / latin,64,-1,sales / marketing / biz dev,"doesn&rsquo;t have kids, but might want them",straight,has dogs,catholicism but not too serious about it,f,libra,no,english,single
23,athletic,anything,socially,never,graduated from college/university,white,68,-1,sales / marketing / biz dev,NA,straight,has dogs,NA,m,libra,no,"english (fluently), spanish (poorly)",single
46,thin,mostly anything,socially,never,NA,white,71,-1,NA,NA,straight,has dogs and has cats,NA,m,NA,no,english,single
19,athletic,NA,socially,never,dropped out of space camp,white,71,20000,military,NA,straight,has dogs and has cats,atheism and laughing about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), hungarian (poorly)",single
25,athletic,mostly anything,socially,never,working on college/university,"middle eastern, white, other",72,-1,student,doesn&rsquo;t have kids,straight,NA,agnosticism and laughing about it,m,sagittarius,no,"english (fluently), french (fluently), arabic (okay)",single
34,fit,mostly anything,socially,never,graduated from two-year college,white,67,-1,hospitality / travel,NA,gay,has dogs and likes cats,NA,f,aries,sometimes,english,single
21,athletic,anything,socially,never,graduated from college/university,white,67,-1,student,NA,straight,has dogs and likes cats,agnosticism but not too serious about it,f,virgo,no,"english (fluently), french (okay)",single
28,fit,mostly anything,socially,never,graduated from masters program,"asian, indian",67,70000,artistic / musical / writer,"doesn&rsquo;t have kids, but might want them",straight,NA,hinduism and very serious about it,m,pisces but it doesn&rsquo;t matter,no,english,single
29,average,anything,socially,never,graduated from college/university,asian,70,80000,banking / financial / real estate,NA,straight,likes dogs and likes cats,agnosticism and laughing about it,m,gemini but it doesn&rsquo;t matter,no,"english (fluently), c++ (poorly)",single
34,fit,strictly vegan,socially,NA,dropped out of space camp,NA,67,20000,other,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,has dogs and likes cats,NA,m,pisces but it doesn&rsquo;t matter,trying to quit,english (fluently),single
32,athletic,mostly anything,socially,never,NA,white,72,-1,other,NA,straight,has dogs,agnosticism and laughing about it,m,taurus and it&rsquo;s fun to think about,no,english,single
46,athletic,anything,socially,sometimes,graduated from college/university,white,69,100000,sales / marketing / biz dev,has kids,straight,has dogs,other,m,pisces,no,english,single
29,fit,mostly anything,socially,never,graduated from masters program,indian,65,-1,sales / marketing / biz dev,NA,straight,NA,NA,f,virgo and it&rsquo;s fun to think about,no,english,single
39,jacked,mostly anything,rarely,never,graduated from college/university,asian,61,-1,law / legal services,NA,bisexual,has dogs and has cats,other and laughing about it,f,taurus and it&rsquo;s fun to think about,sometimes,english,married
33,thin,mostly anything,rarely,never,graduated from masters program,white,61,-1,education / academia,NA,straight,NA,christianity and somewhat serious about it,f,scorpio and it&rsquo;s fun to think about,no,english,single
25,curvy,mostly anything,socially,never,graduated from college/university,"asian, pacific islander",62,-1,banking / financial / real estate,doesn&rsquo;t want kids,straight,likes dogs and dislikes cats,christianity and somewhat serious about it,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), chinese (poorly)",single
32,fit,mostly vegetarian,socially,never,graduated from masters program,white,68,-1,banking / financial / real estate,doesn&rsquo;t have kids,straight,likes dogs and has cats,agnosticism but not too serious about it,f,NA,no,"english (fluently), czech (fluently), slovak (fluently), spanish (poorly), german (poorly)",single
26,fit,NA,socially,never,graduated from college/university,white,65,50000,medicine / health,NA,straight,likes dogs and likes cats,christianity,f,leo and it&rsquo;s fun to think about,no,"english (fluently), sign language (okay), c++ (okay)",single
26,used up,NA,socially,never,working on law school,white,70,-1,education / academia,NA,straight,NA,NA,m,sagittarius but it doesn&rsquo;t matter,no,english,single
32,curvy,anything,socially,never,working on two-year college,hispanic / latin,66,-1,clerical / administrative,NA,straight,likes dogs and likes cats,christianity,f,aries and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
27,average,NA,socially,NA,graduated from law school,NA,72,-1,law / legal services,might want kids,straight,NA,judaism and somewhat serious about it,m,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), hebrew (poorly)",single
42,average,mostly vegetarian,NA,never,NA,NA,70,-1,NA,NA,straight,NA,NA,m,NA,NA,english,single
25,average,mostly anything,socially,never,graduated from college/university,"hispanic / latin, white",74,-1,executive / management,"doesn&rsquo;t have kids, but might want them",gay,has dogs and likes cats,christianity,m,scorpio and it&rsquo;s fun to think about,NA,"english (fluently), spanish (okay), chinese (poorly), latin (poorly), c++ (okay)",single
33,curvy,NA,NA,never,graduated from masters program,NA,67,-1,NA,NA,straight,NA,NA,f,NA,NA,"english (fluently), spanish (fluently)",single
25,fit,NA,socially,never,graduated from college/university,white,72,-1,sales / marketing / biz dev,doesn&rsquo;t have kids,straight,NA,NA,m,NA,no,english,single
36,athletic,mostly vegetarian,socially,NA,graduated from college/university,white,62,-1,science / tech / engineering,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,buddhism,f,cancer and it&rsquo;s fun to think about,no,english,single
25,average,strictly vegetarian,socially,sometimes,graduated from college/university,white,63,-1,law / legal services,NA,straight,NA,agnosticism and laughing about it,f,scorpio but it doesn&rsquo;t matter,when drinking,english,single
22,NA,other,socially,never,working on college/university,"black, hispanic / latin",64,-1,artistic / musical / writer,"doesn&rsquo;t have kids, but might want them",straight,has dogs and dislikes cats,NA,f,taurus,no,"english (fluently), arabic (poorly), spanish (okay)",single
61,average,NA,socially,never,graduated from two-year college,white,67,-1,other,"has kids, but doesn&rsquo;t want more",straight,has dogs and likes cats,christianity but not too serious about it,m,cancer,no,"english, spanish (poorly)",single
25,thin,anything,socially,never,graduated from college/university,white,72,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,likes dogs,atheism,m,NA,when drinking,"english (fluently), spanish (okay)",single
33,athletic,NA,socially,never,graduated from college/university,"asian, hispanic / latin",72,60000,computer / hardware / software,NA,straight,NA,christianity,m,aries,NA,english,single
26,average,mostly vegetarian,socially,never,graduated from college/university,white,61,-1,other,doesn&rsquo;t have kids,straight,likes dogs,NA,f,gemini but it doesn&rsquo;t matter,no,english,single
26,NA,NA,socially,never,graduated from college/university,NA,68,-1,computer / hardware / software,NA,gay,likes dogs and likes cats,NA,m,NA,no,"english (fluently), spanish (fluently), french (poorly)",seeing someone
28,fit,mostly anything,socially,never,graduated from college/university,asian,70,-1,student,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,NA,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay), japanese (poorly)",single
29,curvy,NA,socially,NA,graduated from college/university,white,65,70000,other,NA,straight,likes dogs and has cats,judaism but not too serious about it,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), sign language (okay), spanish (fluently)",single
29,average,anything,socially,never,NA,"native american, white",65,-1,NA,doesn&rsquo;t have kids,gay,has cats,agnosticism and very serious about it,f,libra and it&rsquo;s fun to think about,trying to quit,english,single
54,a little extra,NA,not at all,never,graduated from college/university,white,70,20000,science / tech / engineering,NA,straight,likes dogs and has cats,other and very serious about it,m,taurus and it&rsquo;s fun to think about,no,english,single
29,thin,mostly anything,often,NA,NA,NA,69,-1,NA,NA,gay,NA,NA,m,NA,NA,english,single
30,athletic,NA,NA,never,NA,white,68,-1,NA,NA,straight,NA,NA,m,NA,NA,english,single
34,average,mostly anything,socially,never,NA,white,73,-1,NA,NA,straight,NA,NA,m,taurus,no,english,single
26,athletic,strictly other,socially,never,graduated from college/university,white,69,-1,student,NA,straight,likes dogs and likes cats,catholicism but not too serious about it,m,libra and it&rsquo;s fun to think about,no,english (fluently),single
24,thin,mostly anything,socially,never,graduated from college/university,white,70,-1,entertainment / media,NA,straight,likes dogs and likes cats,christianity but not too serious about it,m,cancer but it doesn&rsquo;t matter,no,english,single
32,fit,mostly anything,socially,never,graduated from masters program,indian,67,-1,rather not say,doesn&rsquo;t have kids,straight,NA,atheism,m,pisces but it doesn&rsquo;t matter,no,english,single
30,fit,mostly vegetarian,socially,NA,NA,white,72,-1,NA,NA,straight,likes dogs and likes cats,NA,m,libra,no,english,available
53,average,mostly anything,socially,never,graduated from masters program,white,63,-1,artistic / musical / writer,doesn&rsquo;t have kids,straight,likes dogs and likes cats,NA,f,taurus,no,"english, french (okay), spanish (poorly)",single
29,average,mostly anything,rarely,never,graduated from college/university,"asian, pacific islander",64,-1,medicine / health,NA,straight,has dogs and dislikes cats,catholicism,f,sagittarius and it&rsquo;s fun to think about,no,english,single
23,curvy,anything,often,never,graduated from two-year college,NA,64,-1,other,"doesn&rsquo;t have kids, but wants them",straight,has dogs,catholicism and somewhat serious about it,f,pisces and it&rsquo;s fun to think about,sometimes,"english (fluently), tagalog (fluently)",single
23,athletic,anything,socially,never,graduated from college/university,white,68,-1,banking / financial / real estate,NA,straight,NA,NA,f,leo and it&rsquo;s fun to think about,no,english,single
32,fit,NA,often,never,NA,NA,71,-1,NA,NA,straight,NA,NA,m,NA,no,english,single
28,athletic,NA,socially,never,graduated from law school,middle eastern,65,-1,law / legal services,NA,straight,likes dogs and likes cats,atheism,m,gemini,no,english,single
26,fit,mostly anything,socially,NA,working on college/university,"hispanic / latin, white",69,-1,other,"doesn&rsquo;t have kids, but might want them",bisexual,likes dogs and likes cats,NA,m,libra and it&rsquo;s fun to think about,NA,"english (fluently), spanish (poorly)",single
27,NA,strictly anything,socially,never,graduated from college/university,white,68,-1,education / academia,NA,straight,NA,catholicism but not too serious about it,f,capricorn,no,english,single
46,average,strictly anything,not at all,never,working on space camp,white,75,-1,other,NA,gay,likes dogs and likes cats,other and somewhat serious about it,m,sagittarius and it&rsquo;s fun to think about,trying to quit,english,available
61,average,NA,socially,never,NA,"asian, black, native american",64,-1,other,NA,straight,likes dogs and dislikes cats,christianity and very serious about it,f,NA,NA,english,single
33,thin,strictly anything,socially,never,graduated from law school,white,70,-1,law / legal services,NA,straight,NA,NA,f,NA,no,english,single
27,fit,strictly anything,socially,NA,graduated from law school,"asian, white",71,-1,law / legal services,NA,straight,NA,NA,m,NA,no,"english, chinese, french, german",single
34,thin,anything,rarely,never,graduated from college/university,NA,66,-1,NA,"doesn&rsquo;t have kids, but might want them",straight,has dogs and likes cats,other and laughing about it,f,NA,no,"english, spanish (okay), other (poorly)",single
45,athletic,mostly anything,socially,NA,graduated from college/university,white,66,-1,executive / management,NA,straight,likes dogs and likes cats,agnosticism and somewhat serious about it,f,aries and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), vietnamese",single
23,average,NA,rarely,sometimes,NA,white,70,100000,science / tech / engineering,"doesn&rsquo;t have kids, but might want them",straight,NA,atheism and somewhat serious about it,m,NA,no,english,single
33,curvy,mostly anything,socially,never,graduated from two-year college,other,66,-1,medicine / health,NA,gay,likes dogs and likes cats,other,f,leo and it&rsquo;s fun to think about,no,"english (fluently), german (poorly), spanish (poorly)",single
20,curvy,NA,socially,sometimes,working on high school,"black, hispanic / latin",69,-1,NA,NA,bisexual,NA,christianity,f,libra and it matters a lot,yes,english,single
33,average,anything,socially,never,graduated from college/university,NA,61,-1,sales / marketing / biz dev,NA,straight,likes dogs,NA,f,taurus and it&rsquo;s fun to think about,no,english,single
25,average,anything,often,NA,NA,"hispanic / latin, white",67,-1,hospitality / travel,doesn&rsquo;t have kids,straight,NA,agnosticism,m,aquarius,when drinking,english,single
25,athletic,mostly anything,socially,sometimes,graduated from college/university,middle eastern,72,-1,NA,NA,straight,NA,agnosticism but not too serious about it,m,NA,no,"english (fluently), farsi (fluently)",single
30,thin,mostly anything,socially,NA,graduated from law school,white,64,-1,law / legal services,doesn&rsquo;t have kids,straight,likes dogs and has cats,atheism,f,NA,no,"english, spanish (okay)",single
30,fit,mostly anything,socially,NA,working on masters program,asian,69,20000,student,doesn&rsquo;t have kids,straight,likes dogs and likes cats,other and laughing about it,m,scorpio but it doesn&rsquo;t matter,NA,"english, khmer (poorly), spanish (poorly)",single
25,fit,NA,socially,NA,graduated from college/university,NA,67,-1,science / tech / engineering,NA,straight,likes dogs and has cats,NA,m,NA,no,"english (fluently), japanese (okay), c++ (fluently)",single
35,athletic,mostly anything,socially,never,graduated from college/university,white,70,-1,computer / hardware / software,NA,straight,NA,judaism but not too serious about it,m,aries but it doesn&rsquo;t matter,no,english,single
26,average,NA,socially,never,working on college/university,white,65,30000,clerical / administrative,NA,straight,likes dogs and has cats,catholicism,f,cancer,yes,english,single
27,NA,mostly anything,socially,sometimes,graduated from college/university,hispanic / latin,71,-1,NA,might want kids,gay,has dogs and likes cats,agnosticism,m,cancer,no,"english (fluently), spanish (okay)",single
32,curvy,NA,socially,never,graduated from masters program,"hispanic / latin, white",65,-1,medicine / health,NA,straight,likes dogs and has cats,catholicism,f,aquarius,no,"english, spanish",single
69,average,NA,socially,NA,graduated from law school,white,74,-1,NA,has kids,straight,NA,other and somewhat serious about it,m,aries but it doesn&rsquo;t matter,no,english,single
36,average,mostly vegetarian,socially,NA,graduated from two-year college,NA,70,20000,entertainment / media,has a kid,bisexual,likes dogs and has cats,other and laughing about it,m,libra and it matters a lot,NA,english (fluently),single
20,NA,strictly anything,socially,NA,working on college/university,hispanic / latin,59,-1,student,NA,straight,NA,NA,f,taurus but it doesn&rsquo;t matter,NA,"english (fluently), spanish (fluently), korean (poorly)",single
23,average,mostly vegetarian,socially,never,working on med school,hispanic / latin,65,20000,medicine / health,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,catholicism and laughing about it,f,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), french (poorly)",single
24,athletic,NA,socially,never,working on college/university,white,68,-1,student,NA,straight,NA,atheism and laughing about it,m,libra but it doesn&rsquo;t matter,no,"english, latin (okay), french (poorly)",single
25,skinny,NA,rarely,sometimes,graduated from college/university,white,71,20000,artistic / musical / writer,doesn&rsquo;t want kids,straight,NA,agnosticism and somewhat serious about it,m,libra and it&rsquo;s fun to think about,no,"english, french (okay)",available
20,thin,anything,rarely,often,NA,hispanic / latin,64,-1,NA,NA,straight,NA,atheism and laughing about it,m,capricorn and it&rsquo;s fun to think about,yes,english,single
27,average,mostly vegetarian,socially,never,working on ph.d program,NA,69,-1,student,NA,straight,NA,NA,m,libra but it doesn&rsquo;t matter,no,"english, spanish (okay), hindi (poorly)",single
36,average,NA,socially,never,graduated from masters program,black,68,-1,education / academia,NA,straight,NA,christianity,f,pisces,no,NA,single
38,curvy,NA,rarely,never,NA,black,63,-1,NA,doesn&rsquo;t have kids,straight,likes dogs and likes cats,NA,f,capricorn but it doesn&rsquo;t matter,no,english,single
29,athletic,NA,rarely,never,working on college/university,white,71,20000,hospitality / travel,NA,gay,likes dogs and likes cats,catholicism and laughing about it,m,gemini and it&rsquo;s fun to think about,no,english (fluently),single
27,fit,mostly anything,socially,NA,graduated from college/university,white,70,100000,entertainment / media,NA,straight,likes dogs and has cats,NA,m,leo but it doesn&rsquo;t matter,no,english,single
29,NA,NA,NA,NA,graduated from college/university,NA,72,-1,NA,NA,straight,NA,NA,m,NA,NA,english,single
31,athletic,NA,NA,never,NA,NA,69,-1,NA,NA,straight,NA,NA,m,NA,NA,english,single
26,fit,NA,socially,never,graduated from college/university,asian,68,-1,law / legal services,NA,straight,NA,christianity but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,english (fluently),single
29,average,mostly anything,socially,never,graduated from college/university,NA,63,-1,executive / management,NA,straight,likes dogs and has cats,NA,f,NA,no,english,single
25,average,mostly anything,socially,NA,graduated from college/university,asian,68,-1,science / tech / engineering,NA,straight,NA,NA,m,NA,no,"english (fluently), korean (fluently)",single
31,average,strictly other,socially,sometimes,graduated from college/university,NA,63,20000,entertainment / media,NA,bisexual,likes cats,atheism and somewhat serious about it,f,libra and it&rsquo;s fun to think about,no,english,single
21,full figured,mostly anything,often,sometimes,working on college/university,white,72,20000,entertainment / media,NA,straight,has dogs and has cats,agnosticism but not too serious about it,m,pisces and it&rsquo;s fun to think about,trying to quit,"english (fluently), spanish (okay)",single
34,fit,vegetarian,socially,never,graduated from masters program,indian,69,100000,artistic / musical / writer,NA,gay,has cats,hinduism,m,leo and it&rsquo;s fun to think about,no,"english (fluently), french (fluently), hindi (fluently)",single
24,skinny,vegan,socially,sometimes,graduated from college/university,white,67,-1,NA,NA,gay,likes dogs and likes cats,NA,f,cancer and it&rsquo;s fun to think about,no,"english, french (okay)",seeing someone
30,fit,NA,NA,never,NA,NA,72,-1,NA,NA,straight,NA,NA,m,NA,NA,english,single
26,curvy,anything,rarely,never,dropped out of space camp,"native american, white",63,-1,NA,NA,straight,likes dogs and likes cats,agnosticism,f,NA,no,"english, sign language",single
27,athletic,strictly anything,socially,never,graduated from college/university,hispanic / latin,70,60000,other,NA,straight,NA,NA,m,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
28,average,NA,socially,never,NA,white,69,-1,NA,"has a kid, and might want more",straight,NA,NA,m,gemini and it&rsquo;s fun to think about,NA,english,single
23,skinny,strictly other,often,never,dropped out of college/university,NA,66,20000,artistic / musical / writer,doesn&rsquo;t want kids,gay,likes dogs and dislikes cats,christianity but not too serious about it,f,gemini and it&rsquo;s fun to think about,trying to quit,english (fluently),seeing someone
24,fit,anything,rarely,NA,working on ph.d program,NA,68,-1,student,NA,gay,likes dogs and likes cats,NA,m,capricorn but it doesn&rsquo;t matter,no,"english (fluently), french (okay), finnish (poorly)",single
29,skinny,anything,rarely,never,NA,asian,62,-1,NA,NA,straight,NA,NA,f,NA,no,english,single
24,athletic,NA,socially,sometimes,NA,black,68,20000,other,NA,straight,likes dogs and likes cats,NA,m,taurus and it&rsquo;s fun to think about,when drinking,"english, arabic (poorly)",single
28,fit,other,rarely,sometimes,working on college/university,other,69,1000000,hospitality / travel,NA,straight,NA,NA,m,leo,sometimes,english,single
46,curvy,NA,socially,never,graduated from two-year college,white,69,-1,other,has kids,straight,has dogs and has cats,christianity and somewhat serious about it,f,pisces but it doesn&rsquo;t matter,no,english,single
33,fit,strictly anything,socially,NA,graduated from college/university,white,66,50000,education / academia,"doesn&rsquo;t have kids, but might want them",straight,NA,judaism but not too serious about it,f,aries and it&rsquo;s fun to think about,no,"english, spanish",single
52,overweight,NA,rarely,NA,dropped out of college/university,white,73,-1,computer / hardware / software,NA,straight,NA,other but not too serious about it,m,virgo and it&rsquo;s fun to think about,no,"english, french (poorly), italian (poorly), c++ (fluently), lisp (poorly)",single
24,NA,mostly anything,socially,never,graduated from college/university,NA,62,-1,sales / marketing / biz dev,NA,straight,has dogs and has cats,NA,f,aquarius but it doesn&rsquo;t matter,no,english (fluently),single
23,average,strictly anything,socially,NA,graduated from masters program,white,73,-1,NA,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,atheism and somewhat serious about it,m,NA,no,"english (fluently), german (poorly), latin (poorly), c++ (fluently)",single
24,curvy,anything,socially,sometimes,graduated from college/university,white,65,-1,artistic / musical / writer,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and likes cats,agnosticism but not too serious about it,f,aries and it&rsquo;s fun to think about,no,english,single
39,overweight,anything,often,never,NA,"native american, white",67,50000,medicine / health,"doesn&rsquo;t have kids, but might want them",gay,has dogs and likes cats,other but not too serious about it,f,gemini and it&rsquo;s fun to think about,no,english (fluently),single
33,curvy,strictly anything,often,never,graduated from college/university,"hispanic / latin, white",63,-1,artistic / musical / writer,NA,straight,NA,atheism and laughing about it,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), german (poorly)",single
26,thin,anything,socially,never,graduated from college/university,white,64,-1,education / academia,NA,straight,likes dogs and likes cats,NA,f,NA,no,"english, french (okay)",single
61,NA,strictly anything,socially,never,NA,NA,70,-1,NA,NA,straight,NA,NA,m,NA,no,english,single
25,athletic,mostly anything,socially,never,graduated from college/university,"asian, white",66,-1,education / academia,NA,straight,likes dogs,christianity,m,NA,no,english,single
43,curvy,mostly anything,socially,never,graduated from masters program,white,71,-1,education / academia,doesn&rsquo;t have kids,straight,likes dogs and likes cats,NA,f,pisces but it doesn&rsquo;t matter,no,english,single
38,average,NA,socially,NA,graduated from college/university,white,72,-1,NA,NA,straight,has dogs and has cats,NA,m,NA,no,english,single
38,athletic,NA,socially,never,graduated from masters program,white,72,80000,political / government,NA,straight,NA,NA,m,scorpio,no,"english, spanish (okay)",single
28,average,mostly anything,socially,never,graduated from college/university,white,64,-1,sales / marketing / biz dev,NA,straight,likes dogs,catholicism but not too serious about it,f,leo and it&rsquo;s fun to think about,no,english,single
28,average,mostly anything,socially,never,working on masters program,white,61,-1,artistic / musical / writer,doesn&rsquo;t have kids,straight,has dogs and likes cats,catholicism but not too serious about it,f,capricorn and it&rsquo;s fun to think about,no,english,single
52,NA,NA,socially,never,graduated from masters program,white,57,-1,political / government,NA,gay,likes dogs and likes cats,judaism but not too serious about it,f,leo but it doesn&rsquo;t matter,no,english,single
34,athletic,mostly vegetarian,socially,NA,graduated from college/university,hispanic / latin,66,-1,other,NA,straight,likes dogs and likes cats,agnosticism and laughing about it,f,cancer and it&rsquo;s fun to think about,no,"english, spanish (fluently)",single
33,NA,NA,socially,NA,graduated from college/university,white,72,-1,banking / financial / real estate,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,christianity and laughing about it,m,gemini but it doesn&rsquo;t matter,NA,"english, spanish (poorly)",single
23,thin,NA,socially,never,working on college/university,white,66,-1,artistic / musical / writer,NA,gay,likes dogs and likes cats,judaism and laughing about it,m,virgo but it doesn&rsquo;t matter,no,english (fluently),single
26,NA,strictly anything,socially,never,graduated from college/university,white,74,-1,political / government,NA,straight,likes dogs,NA,m,pisces but it doesn&rsquo;t matter,no,english (fluently),single
32,fit,anything,socially,never,working on ph.d program,asian,69,-1,student,doesn&rsquo;t have kids,straight,NA,agnosticism and laughing about it,m,NA,no,"english, korean",single
42,athletic,mostly other,socially,never,NA,white,71,-1,NA,doesn&rsquo;t have kids,straight,likes dogs and has cats,NA,m,leo,no,english,single
29,jacked,NA,often,never,graduated from college/university,white,72,-1,executive / management,NA,straight,NA,christianity but not too serious about it,m,libra,no,"english (fluently), spanish (okay), chinese (poorly)",single
28,skinny,mostly anything,desperately,NA,graduated from college/university,hispanic / latin,64,-1,law / legal services,NA,bisexual,likes dogs and likes cats,atheism and laughing about it,m,capricorn and it&rsquo;s fun to think about,NA,"english (fluently), spanish (fluently)",single
62,fit,mostly vegetarian,socially,never,graduated from masters program,white,67,-1,retired,doesn&rsquo;t want kids,straight,likes dogs and likes cats,other,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), french (okay), swedish (okay), italian (okay)",single
20,thin,NA,not at all,never,working on college/university,asian,65,-1,student,NA,straight,has cats,christianity,f,NA,no,english (fluently),single
31,fit,mostly anything,socially,NA,graduated from college/university,white,64,-1,entertainment / media,NA,gay,likes dogs and has cats,judaism but not too serious about it,f,virgo and it&rsquo;s fun to think about,no,english,single
28,average,strictly anything,socially,NA,graduated from college/university,white,65,-1,NA,NA,straight,likes dogs and likes cats,atheism,f,gemini,no,"english, spanish (okay), korean (poorly)",single
32,fit,mostly anything,rarely,never,graduated from ph.d program,"hispanic / latin, white",70,-1,medicine / health,has a kid,straight,NA,NA,m,virgo,no,english,single
34,skinny,mostly other,very often,NA,dropped out of space camp,white,75,-1,hospitality / travel,NA,straight,likes dogs and has cats,other and very serious about it,m,aries,no,"english (poorly), german (poorly), spanish (poorly), other (fluently)",single
25,NA,strictly anything,socially,NA,working on ph.d program,white,65,-1,student,NA,straight,NA,NA,f,virgo and it&rsquo;s fun to think about,no,"english, italian",single
29,thin,anything,socially,sometimes,graduated from college/university,white,72,40000,education / academia,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,likes dogs and likes cats,atheism and laughing about it,m,aquarius but it doesn&rsquo;t matter,no,english,single
36,fit,strictly anything,socially,never,graduated from college/university,NA,67,-1,other,NA,straight,likes dogs and likes cats,atheism,m,aquarius but it doesn&rsquo;t matter,no,english (fluently),single
